cod_distr	nome_distr	ano	sexo	Idade	populacao
80003	Anhanguera	2005	Mulheres	00 a 04	2443
80003	Anhanguera	2005	Mulheres	05 a 09	2440
80003	Anhanguera	2005	Mulheres	10 a 14	2575
80003	Anhanguera	2005	Mulheres	15 a 19	2469
80003	Anhanguera	2005	Mulheres	20 a 24	2444
80003	Anhanguera	2005	Mulheres	25 a 29	2616
80003	Anhanguera	2005	Mulheres	30 a 34	2620
80003	Anhanguera	2005	Mulheres	35 a 39	2369
80003	Anhanguera	2005	Mulheres	40 a 44	1924
80003	Anhanguera	2005	Mulheres	45 a 49	1421
80003	Anhanguera	2005	Mulheres	50 a 54	965
80003	Anhanguera	2005	Mulheres	55 a 59	673
80003	Anhanguera	2005	Mulheres	60 a 64	410
80003	Anhanguera	2005	Mulheres	65 a 69	259
80003	Anhanguera	2005	Mulheres	70 a 74	193
80003	Anhanguera	2005	Mulheres	75 e +	242
80003	Anhanguera	2010	Homens	00 a 04	2569
80003	Anhanguera	2010	Homens	05 a 09	2806
80003	Anhanguera	2010	Homens	10 a 14	3339
80003	Anhanguera	2010	Homens	15 a 19	2935
80003	Anhanguera	2010	Homens	20 a 24	3089
80003	Anhanguera	2010	Homens	25 a 29	2899
80003	Anhanguera	2010	Homens	30 a 34	2839
80003	Anhanguera	2010	Homens	35 a 39	2856
80003	Anhanguera	2010	Homens	40 a 44	2865
80003	Anhanguera	2010	Homens	45 a 49	2138
80003	Anhanguera	2010	Homens	50 a 54	1584
80003	Anhanguera	2010	Homens	55 a 59	1067
80003	Anhanguera	2010	Homens	60 a 64	651
80003	Anhanguera	2010	Homens	65 a 69	332
80003	Anhanguera	2010	Homens	70 a 74	190
80003	Anhanguera	2010	Homens	75 e +	200
80003	Anhanguera	2010	Mulheres	00 a 04	2493
80003	Anhanguera	2010	Mulheres	05 a 09	2675
80003	Anhanguera	2010	Mulheres	10 a 14	3208
80003	Anhanguera	2010	Mulheres	15 a 19	3047
80003	Anhanguera	2010	Mulheres	20 a 24	3151
80003	Anhanguera	2010	Mulheres	25 a 29	3133
80003	Anhanguera	2010	Mulheres	30 a 34	3081
80003	Anhanguera	2010	Mulheres	35 a 39	3095
80003	Anhanguera	2010	Mulheres	40 a 44	2758
80003	Anhanguera	2010	Mulheres	45 a 49	2206
80003	Anhanguera	2010	Mulheres	50 a 54	1570
80003	Anhanguera	2010	Mulheres	55 a 59	1097
80003	Anhanguera	2010	Mulheres	60 a 64	636
80003	Anhanguera	2010	Mulheres	65 a 69	421
80003	Anhanguera	2010	Mulheres	70 a 74	268
80003	Anhanguera	2010	Mulheres	75 e +	363
80003	Anhanguera	2015	Homens	00 a 04	2881
80003	Anhanguera	2015	Homens	05 a 09	2708
80003	Anhanguera	2015	Homens	10 a 14	3027
80003	Anhanguera	2015	Homens	15 a 19	3747
80003	Anhanguera	2015	Homens	20 a 24	3534
80003	Anhanguera	2015	Homens	25 a 29	3581
80003	Anhanguera	2015	Homens	30 a 34	3188
80003	Anhanguera	2015	Homens	35 a 39	3020
80003	Anhanguera	2015	Homens	40 a 44	2985
80003	Anhanguera	2015	Homens	45 a 49	2952
80003	Anhanguera	2015	Homens	50 a 54	2184
80003	Anhanguera	2015	Homens	55 a 59	1586
80003	Anhanguera	2015	Homens	60 a 64	1039
80003	Anhanguera	2015	Homens	65 a 69	610
80003	Anhanguera	2015	Homens	70 a 74	296
80003	Anhanguera	2015	Homens	75 e +	261
80003	Anhanguera	2015	Mulheres	00 a 04	2753
80003	Anhanguera	2015	Mulheres	05 a 09	2633
80003	Anhanguera	2015	Mulheres	10 a 14	2898
80003	Anhanguera	2015	Mulheres	15 a 19	3629
80003	Anhanguera	2015	Mulheres	20 a 24	3680
80003	Anhanguera	2015	Mulheres	25 a 29	3688
80003	Anhanguera	2015	Mulheres	30 a 34	3471
80003	Anhanguera	2015	Mulheres	35 a 39	3310
80003	Anhanguera	2015	Mulheres	40 a 44	3267
80003	Anhanguera	2015	Mulheres	45 a 49	2889
80003	Anhanguera	2015	Mulheres	50 a 54	2294
80003	Anhanguera	2015	Mulheres	55 a 59	1613
80003	Anhanguera	2015	Mulheres	60 a 64	1110
80003	Anhanguera	2015	Mulheres	65 a 69	634
80003	Anhanguera	2015	Mulheres	70 a 74	406
80003	Anhanguera	2015	Mulheres	75 e +	466
80003	Anhanguera	2020	Homens	00 a 04	3065
80003	Anhanguera	2020	Homens	05 a 09	2929
80003	Anhanguera	2020	Homens	10 a 14	2804
80003	Anhanguera	2020	Homens	15 a 19	3291
80003	Anhanguera	2020	Homens	20 a 24	4207
80003	Anhanguera	2020	Homens	25 a 29	3883
80003	Anhanguera	2020	Homens	30 a 34	3734
80003	Anhanguera	2020	Homens	35 a 39	3267
80003	Anhanguera	2020	Homens	40 a 44	3059
80003	Anhanguera	2020	Homens	45 a 49	2997
80003	Anhanguera	2020	Homens	50 a 54	2925
80003	Anhanguera	2020	Homens	55 a 59	2127
80003	Anhanguera	2020	Homens	60 a 64	1507
80003	Anhanguera	2020	Homens	65 a 69	955
80003	Anhanguera	2020	Homens	70 a 74	535
80003	Anhanguera	2020	Homens	75 e +	370
80003	Anhanguera	2020	Mulheres	00 a 04	2927
80003	Anhanguera	2020	Mulheres	05 a 09	2803
80003	Anhanguera	2020	Mulheres	10 a 14	2734
80003	Anhanguera	2020	Mulheres	15 a 19	3165
80003	Anhanguera	2020	Mulheres	20 a 24	4109
80003	Anhanguera	2020	Mulheres	25 a 29	4065
80003	Anhanguera	2020	Mulheres	30 a 34	3883
80003	Anhanguera	2020	Mulheres	35 a 39	3585
80003	Anhanguera	2020	Mulheres	40 a 44	3382
80003	Anhanguera	2020	Mulheres	45 a 49	3314
80003	Anhanguera	2020	Mulheres	50 a 54	2911
80003	Anhanguera	2020	Mulheres	55 a 59	2285
80003	Anhanguera	2020	Mulheres	60 a 64	1592
80003	Anhanguera	2020	Mulheres	65 a 69	1075
80003	Anhanguera	2020	Mulheres	70 a 74	597
80003	Anhanguera	2020	Mulheres	75 e +	637
80003	Anhanguera	2025	Homens	00 a 04	3100
80003	Anhanguera	2025	Homens	05 a 09	3088
80003	Anhanguera	2025	Homens	10 a 14	2983
80003	Anhanguera	2025	Homens	15 a 19	2968
80003	Anhanguera	2025	Homens	20 a 24	3615
80003	Anhanguera	2025	Homens	25 a 29	4444
80003	Anhanguera	2025	Homens	30 a 34	3952
80003	Anhanguera	2025	Homens	35 a 39	3759
80003	Anhanguera	2025	Homens	40 a 44	3272
80003	Anhanguera	2025	Homens	45 a 49	3046
80003	Anhanguera	2025	Homens	50 a 54	2953
80003	Anhanguera	2025	Homens	55 a 59	2837
80003	Anhanguera	2025	Homens	60 a 64	2016
80003	Anhanguera	2025	Homens	65 a 69	1383
80003	Anhanguera	2025	Homens	70 a 74	837
80003	Anhanguera	2025	Homens	75 e +	617
80003	Anhanguera	2025	Mulheres	00 a 04	2959
80003	Anhanguera	2025	Mulheres	05 a 09	2951
80003	Anhanguera	2025	Mulheres	10 a 14	2861
80003	Anhanguera	2025	Mulheres	15 a 19	2902
80003	Anhanguera	2025	Mulheres	20 a 24	3496
80003	Anhanguera	2025	Mulheres	25 a 29	4367
80003	Anhanguera	2025	Mulheres	30 a 34	4155
80003	Anhanguera	2025	Mulheres	35 a 39	3930
80003	Anhanguera	2025	Mulheres	40 a 44	3616
80003	Anhanguera	2025	Mulheres	45 a 49	3400
80003	Anhanguera	2025	Mulheres	50 a 54	3312
80003	Anhanguera	2025	Mulheres	55 a 59	2886
80003	Anhanguera	2025	Mulheres	60 a 64	2242
80003	Anhanguera	2025	Mulheres	65 a 69	1537
80003	Anhanguera	2025	Mulheres	70 a 74	1013
80003	Anhanguera	2025	Mulheres	75 e +	913
