cod_distr	nome_distr	ano	sexo	Idade	populacao
80005	Artur Alvim	2020	Mulheres	65 a 69	2710
80005	Artur Alvim	2020	Mulheres	70 a 74	2192
80005	Artur Alvim	2020	Mulheres	75 e +	2969
80005	Artur Alvim	2025	Homens	00 a 04	2611
80005	Artur Alvim	2025	Homens	05 a 09	2823
80005	Artur Alvim	2025	Homens	10 a 14	3000
80005	Artur Alvim	2025	Homens	15 a 19	2720
80005	Artur Alvim	2025	Homens	20 a 24	3034
80005	Artur Alvim	2025	Homens	25 a 29	3659
80005	Artur Alvim	2025	Homens	30 a 34	3452
80005	Artur Alvim	2025	Homens	35 a 39	3751
80005	Artur Alvim	2025	Homens	40 a 44	4035
80005	Artur Alvim	2025	Homens	45 a 49	3720
80005	Artur Alvim	2025	Homens	50 a 54	3138
80005	Artur Alvim	2025	Homens	55 a 59	2579
80005	Artur Alvim	2025	Homens	60 a 64	2404
80005	Artur Alvim	2025	Homens	65 a 69	1927
80005	Artur Alvim	2025	Homens	70 a 74	1525
80005	Artur Alvim	2025	Homens	75 e +	1836
80005	Artur Alvim	2025	Mulheres	00 a 04	2496
80005	Artur Alvim	2025	Mulheres	05 a 09	2701
80005	Artur Alvim	2025	Mulheres	10 a 14	2871
80005	Artur Alvim	2025	Mulheres	15 a 19	2699
80005	Artur Alvim	2025	Mulheres	20 a 24	2958
80005	Artur Alvim	2025	Mulheres	25 a 29	3601
80005	Artur Alvim	2025	Mulheres	30 a 34	3476
80005	Artur Alvim	2025	Mulheres	35 a 39	4052
80005	Artur Alvim	2025	Mulheres	40 a 44	4363
80005	Artur Alvim	2025	Mulheres	45 a 49	4168
80005	Artur Alvim	2025	Mulheres	50 a 54	3668
80005	Artur Alvim	2025	Mulheres	55 a 59	3195
80005	Artur Alvim	2025	Mulheres	60 a 64	3061
80005	Artur Alvim	2025	Mulheres	65 a 69	2836
80005	Artur Alvim	2025	Mulheres	70 a 74	2428
80005	Artur Alvim	2025	Mulheres	75 e +	3563
